sent1,sent2,score
"A young woman with outstretched arms stands in front of a ""Going Places"" bus.",TThe girl is standing in front of the open door of the bus.,0.0
"Jobs, in particular, will help young people to create new lives through serious work.","Employment, in particular, would help the young people to forge new lives thanks to serious employment.",1.0
A man is dancing on the ceiling.,A man is dancing on the ceiling of a room.,1.0
A young child is riding a horse.,A child is riding a horse.,1.0
each bulb contains its own closed path,Bulbs A and C are still in closed paths,0.0
Asian markets hit 3-wk high on hopes of US debt deal,Asian stocks hit three-week highs on hopes of U.S. debt deal,1.0
A woman rapidly fires a handgun.,A woman is shooting off a gun.,1.0
accounting period of 12 months,any accounting period of 12 months.,1.0
"Don't explain in detail how complicated it is, nor how to understand it.",Take a look at the work of Robert J. Sawyer and Terry Goodkind.,0.0
A New Housing Boom? Don’t Count on It - By ROBERT J. SHILLER -,A New Housing Boom? Don?t Count on It,1.0
the conventional forces in europe treaty is considered a key arms control treaty. ,the conventional forces in europe treaty was a key soviet-era arms control treaty.,1.0
Four boys sit in the mud.,Four boys are sitting in a muddy stream.,0.0
Pictures of the day: 7 August 2013,Pictures of the day: 11 April 2013,0.0
the proliferation security initiative calls for stopping and searching ships suspected of carrying weapons of mass destruction. ,members of the proliferation security initiative are considering ways of intercepting ships or aircraft suspected of carrying weapons of mass destruction.,1.0
"They said they had concluded that the film failed ""to present a balanced portrayal"" of the Reagans.","CBS said the show ""does not present a balanced portrayal of the Reagans for CBS and its audience.",0.0
i'll be interested to read the particulars of the study when they become available.,in the 60s i went to the east coast because that is where the power center is located.,0.0
"Bulb A, bulb B and bulb C are not contained in the same closed path.",A and C are not in the same path with the battery,0.0
(Storage note: do not wash the bulbs before storing them; place in plastic bag in the refrigerator.,"You can peel it and slice it, add some lemon and salt and eat it raw as a fresh salad.",0.0
Someone is playing piano.,A person is playing a keyboard piano.,1.0
The movement of the ball in the air is called swing bowling.,Both of these styles of bowling are performed by bowlers who are medium pace or fast bowlers.,0.0
What was already said: pee and don't drink before sleeping.,From my comment - Some people keep a jar in the tent to pee in.,0.0
Terminal has the same electrical state,Terminals 1 and 2 are connected and in the same electrical state,1.0
a and c are on the same closed path with the battery,A and C are in the same closed path,1.0
A woman is reading a lifestyle magazine.,A woman is slicing a meat into pieces.,0.0
Why are Russians in Damascus?,Russians in Damascus!,1.0
people who are the technicians to maintain the robots.,"rslw: because they are horrible, fascist skin head brutes.",0.0
"Most of the literature I can find about infant sleeping has to do primarily with waking habits, not eating habits.","In my experience, babies tend to wake up by themselves when they get hungry.",0.0
Four dogs run in the grass.,A dog running in the grass.,0.0
The cat is attacking a corn husk broom.,Grey and white cat sitting in bathroom sink.,0.0
two young girls hug each other in the grass.,two young girls holding each other on the grassy ground,1.0
"Mursi takes oath of office, becomes Egyptian president",Morsi to take oath as first Egypt civilian president,1.0
supply or furnish with something needed or wanted,give something useful or necessary to.,0.0
A woman is slicing a big pepper.,A person is cutting a green pepper.,1.0
the act of pulling an object,the act of choosing or selecting.,0.0
Home office space with bright green walls and artwork.,Small office space with bright green walls.,1.0
Amazon's Bezos rescued by Ecuadorian Navy,Amazon's Bezos rescued by Ecuador Navy due to kidney stone,0.0
What We Don’t Know Is Killing Us  The gun industry can't handle the truth.,Editorial: What We Don?t Know Is Killing Us,0.0
The white dog has a ball in its mouth.,The black and white dog has a ball in its mouth.,0.0
A small boy playing in the snow.,Two dogs playing in the snow.,0.0
A brown dog jumps high on a field of grass.,A brown dog running in field of long green grass.,0.0
A person driving a cart pulled by a bicycle.,A man wearing a dust mask riding a three wheeled bicycle.,0.0
because it is connected to a bulb that is a closed path,the battery is in an open path,0.0
A man juggles at the beach.,A man in swim trunks is juggling on the beach,0.0
A girl in a black and blue wet suit is surfing.,A woman wearing a black and blue striped suit is surfing on a wave.,1.0
"Bento can handle relationships, but I don't think it can do what you're asking it to do.","You want the closest thing to Bento, running on Windows (or Linux) ... FileMaker Pro?",0.0
Bangladesh Islamists rally against atheist bloggers,Bangladeshi Islamists rally to demand action against atheist bloggers,1.0
A dog running through deep snow pack.,A dog runs through the deep snow.,0.0
take a risk or guess in hope of a favorable outcome,take a risk in the hope of a favorable outcome.,1.0
"Two boys, one wearing a hat, in a playground.",Boy in tan hat laughs while sitting near playground equipment.,0.0
Thai protesters disrupt early voting for disputed election,Thai protest leader shot dead outside polling station,0.0
"Lose clarity or turn aside, especially from the main subject of attention or course of argument.","lose clarity or turn aside especially from the main subject of attention or course of argument in writing, thinking, or speaking.",1.0
A chef is preparing some food.,A chef prepared a meal.,1.0
"There is still a closed path that contains the battery, Bulb B, and Bulb C.",bulbs B and C are still in closed paths with the battery,1.0
the value of the measurement indicates if there is a gap,Measuring voltage indicates the place where the electrical state changes due to a gap.,0.0
A man is doing push-ups.,A woman is cutting some octopus.,0.0
"also i dont see thre being white majority groups in those countries, if anything they are getting smaller.","i don't need to create problems for myself, with customers feeling they were mislead.",0.0
There must be a balance as a whole.,The unit must be in balance.,1.0
"In that position, Elias will report to Joe Tucci, president and CEO of EMC.","As executive vice president of new ventures, Elias will report to Joe Tucci, EMC's president and chief executive.",1.0
A blue and white soccer team playing against each other.,A topless woman with her face painted is covered in mud.,0.0
Long lines formed outside gas stations and people rushed to get money from cash machines Sunday as Israelis prepared to weather a strike that threatened to paralyze the country.,Long lines formed Sunday outside gas stations and people rushed to get money from cash machines as Israelis braced for the strike's effects.,1.0
